onset	duration	stimuli	trial_type
0.001859700001659803	1.0000078999946709	Cross	Fixation
1.0078615000020363	2.1611402000053204	grøn_yellow	Stimuli
3.224125400003686	1.0000083999984781	Cross	Fixation
4.228346000003512	2.156690999996499	rød_blue	Stimuli
6.438022300004377	1.000006599999324	Cross	Fixation
7.443198699998902	2.162027299993497	gul_red	Stimuli
9.677408100003959	1.0000061000027927	Cross	Fixation
10.682830700003251	2.1580795999980182	blå_white	Stimuli
12.890907500004687	1.000007700000424	Cross	Fixation
13.896773699998448	2.1556142999979784	hvid_green	Stimuli
